IncId,Description,Submitter,CreateDate,IncidentStatus,AssignedGroup,Region,City,Category,WorkLog,Hub,Node,Agent,AlertDetails,AlertProcessId,AlertKey,Related_Tickets,Related_CR,CR_Description,CR_StartTime,CR_EndTime,CR_Region
INC0374,CMTS Congestion reported in Denver. Automated monitoring detected abnormal behavior.,AutoMonitor,1759426808,Open,FieldOps,West,Denver,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-404,SignalAnalyzer,Video feed disruption,312575,HUB-D4-NODE-404-312575,INC0173,CR35404,Optical node recalibration event,1759434008,1759459208,West
INC0375,Packet Loss reported in Houston. Automated monitoring detected abnormal behavior.,CustomerCare,1757650587,Open,FieldOps,South,Houston,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-202,NoiseReducer,Video feed disruption,871698,HUB-C2-NODE-202-871698,INC0141,CR45091,Backbone congestion mitigation changes,1757657787,1757672187,South
INC0376,Packet Loss reported in Philadelphia. Automated monitoring detected abnormal behavior.,CustomerCare,1753843057,Open,NOC-Level2,East,Philadelphia,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-101,PulseAI,Frequent modem resets observed,306169,HUB-C2-NODE-101-306169,INC0118,CR57409,Scheduled hub clean-up activity,,,East
INC0377,Fiber Cut reported in St. Louis. Automated monitoring detected abnormal behavior.,AutoMonitor,1763045658,Cancelled,NetEng,Central,St. Louis,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-404,AlertBot,Signal drop detected,465599,HUB-B1-NODE-404-465599,INC0138,CR65704,Fiber maintenance activity,1763049258,1763056458,Central
INC0378,CMTS Congestion reported in Salt Lake City. Automated monitoring detected abnormal behavior.,AutoMonitor,1751092587,Open,NOC-Level1,West,Salt Lake City,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-303,AlertBot,Video feed disruption,383874,HUB-A1-NODE-303-383874,INC0470,CR53650,Planned power cycle maintenance,,,West
INC0379,Video Outage reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1760766845,Open,NOC-Level2,South,Miami,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-505,SignalAnalyzer,Video feed disruption,635915,HUB-D4-NODE-505-635915,INC0488,CR84272,Fiber maintenance activity,,,South
INC0380,Video Outage reported in St. Louis. Automated monitoring detected abnormal behavior.,CustomerCare,1752313973,Open,FieldOps,Central,St. Louis,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-202,PulseAI,Video feed disruption,526554,HUB-B1-NODE-202-526554,INC0453,CR95005,Planned power cycle maintenance,1752303173,1752324773,Central
INC0381,Slow Speed reported in Chicago. Automated monitoring detected abnormal behavior.,AutoMonitor,1758043727,Cancelled,NOC-Level1,Central,Chicago,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-404,AutoMonitorX,Optical power low,166130,HUB-B1-NODE-404-166130,INC0323,CR83055,Core router reboot for patching,,,Central
INC0382,Internet Down reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1751246561,Cancelled,NOC-Level2,West,Salt Lake City,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-404,AutoMonitorX,Frequent modem resets observed,922230,HUB-B1-NODE-404-922230,INC0019,CR22221,Core router reboot for patching,,,West
INC0383,Slow Speed reported in Boston. Automated monitoring detected abnormal behavior.,CustomerCare,1755536004,In Progress,VideoOps,East,Boston,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-404,NoiseReducer,MAC domain downstream failure,671469,HUB-A1-NODE-404-671469,INC0249,CR22703,Planned CMTS software upgrade,1755554004,1755564804,East
INC0384,CMTS Congestion reported in Houston. Automated monitoring detected abnormal behavior.,System,1760868096,Open,NetEng,South,Houston,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-505,NoiseReducer,High SNR variance,848388,HUB-B1-NODE-505-848388,INC0492,CR54318,Planned CMTS software upgrade,,,South
INC0385,Hub Issue reported in Miami. Automated monitoring detected abnormal behavior.,System,1755276687,Resolved,FieldOps,South,Miami,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-101,NoiseReducer,Video feed disruption,782923,HUB-D4-NODE-101-782923,INC0389,CR56653,Planned CMTS software upgrade,1755298287,1755334287,South
INC0386,Slow Speed reported in Miami. Automated monitoring detected abnormal behavior.,CustomerCare,1763744919,Open,NOC-Level1,South,Miami,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-101,PulseAI,Signal drop detected,766348,HUB-A1-NODE-101-766348,INC0342,CR70688,Core router reboot for patching,1763759319,1763784519,South
INC0387,Video Outage reported in New York. Automated monitoring detected abnormal behavior.,AutoMonitor,1751914354,Open,NOC-Level2,East,New York,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-101,PulseAI,High SNR variance,356108,HUB-C2-NODE-101-356108,INC0204,CR94257,Planned CMTS software upgrade,1751932354,1751943154,East
INC0388,CMTS Congestion reported in Dallas. Automated monitoring detected abnormal behavior.,AutoMonitor,1752379889,Open,FieldOps,Central,Dallas,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-404,SignalAnalyzer,Video feed disruption,811841,HUB-D4-NODE-404-811841,INC0444,CR63618,Planned CMTS software upgrade,,,Central
INC0389,Internet Down reported in Miami. Automated monitoring detected abnormal behavior.,Technician,1755401860,In Progress,VideoOps,South,Miami,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-404,NoiseReducer,MAC domain downstream failure,930316,HUB-A1-NODE-404-930316,INC0194,CR38128,Planned CMTS software upgrade,1755394660,1755405460,South
INC0390,CMTS Congestion reported in St. Louis. Automated monitoring detected abnormal behavior.,CustomerCare,1758432177,In Progress,NOC-Level2,Central,St. Louis,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-404,AlertBot,MAC domain downstream failure,394180,HUB-D4-NODE-404-394180,INC0310,CR76391,Core router reboot for patching,1758424977,1758439377,Central
INC0391,Modem Offline reported in New York. Automated monitoring detected abnormal behavior.,Technician,1758511946,In Progress,NOC-Level2,East,New York,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-404,AlertBot,Video feed disruption,299011,HUB-D4-NODE-404-299011,INC0247,CR57901,Core router reboot for patching,,,East
INC0392,Packet Loss reported in New York. Automated monitoring detected abnormal behavior.,Technician,1763493918,Resolved,NOC-Level2,East,New York,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-303,SignalAnalyzer,Video feed disruption,963075,HUB-B1-NODE-303-963075,INC0450,CR30802,Backbone congestion mitigation changes,1763486718,1763529918,East
INC0393,Slow Speed reported in Boston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1750690983,Open,NOC-Level1,East,Boston,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-202,AutoMonitorX,High SNR variance,682528,HUB-A1-NODE-202-682528,INC0172,CR58287,Optical node recalibration event,1750683783,1750719783,East
INC0394,Internet Down reported in New York. Automated monitoring detected abnormal behavior.,AutoMonitor,1750793677,Resolved,FieldOps,East,New York,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-404,AlertBot,CMTS upstream channel flap,381179,HUB-B1-NODE-404-381179,INC0415,CR39832,Planned CMTS software upgrade,1750815277,1750822477,East
INC0395,Authentication Failure reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1760220523,Cancelled,NOC-Level2,West,Salt Lake City,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-101,NoiseReducer,Optical power low,546998,HUB-A1-NODE-101-546998,INC0105,CR13788,Planned power cycle maintenance,1760231323,1760260123,West
INC0396,Slow Speed reported in Dallas. Automated monitoring detected abnormal behavior.,System,1757883405,Resolved,NOC-Level1,Central,Dallas,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-404,PulseAI,Frequent modem resets observed,575709,HUB-A1-NODE-404-575709,INC0322,CR43851,Planned CMTS software upgrade,1757890605,1757919405,Central
INC0397,Video Outage reported in Dallas. Automated monitoring detected abnormal behavior.,BMC-Remedy,1762361263,Cancelled,NOC-Level2,Central,Dallas,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-101,PulseAI,CMTS upstream channel flap,880999,HUB-A1-NODE-101-880999,INC0434,CR29984,Fiber maintenance activity,1762364863,1762400863,Central
INC0398,Authentication Failure reported in Boulder. Automated monitoring detected abnormal behavior.,System,1760610042,Cancelled,FieldOps,West,Boulder,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-101,NoiseReducer,Frequent modem resets observed,333275,HUB-B1-NODE-101-333275,INC0174,CR19493,Optical node recalibration event,,,West
INC0399,Slow Speed reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1754846772,Resolved,NOC-Level2,South,Miami,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-202,NoiseReducer,Frequent modem resets observed,663603,HUB-B1-NODE-202-663603,INC0013,CR29957,Core router reboot for patching,,,South
INC0400,Hub Issue reported in Dallas. Automated monitoring detected abnormal behavior.,System,1759828950,Open,VideoOps,Central,Dallas,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-303,NoiseReducer,High SNR variance,636805,HUB-B1-NODE-303-636805,INC0395,CR71072,Optical node recalibration event,1759818150,1759850550,Central
INC0401,CMTS Congestion reported in Denver. Automated monitoring detected abnormal behavior.,Technician,1756539032,In Progress,NOC-Level1,West,Denver,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-505,AlertBot,High SNR variance,553466,HUB-D4-NODE-505-553466,INC0269,CR35069,Optical node recalibration event,,,West
INC0402,Internet Down reported in Houston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1764145959,In Progress,NetEng,South,Houston,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-303,PulseAI,Video feed disruption,368905,HUB-C2-NODE-303-368905,INC0220,CR85871,Planned power cycle maintenance,,,South
INC0403,Node Down reported in Chicago. Automated monitoring detected abnormal behavior.,System,1762688926,In Progress,NetEng,Central,Chicago,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-202,AutoMonitorX,CMTS upstream channel flap,693738,HUB-D4-NODE-202-693738,INC0137,CR73080,Scheduled hub clean-up activity,,,Central
INC0404,Hub Issue reported in St. Louis. Automated monitoring detected abnormal behavior.,Technician,1758890080,Cancelled,NOC-Level2,Central,St. Louis,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-303,SignalAnalyzer,Signal drop detected,445022,HUB-C2-NODE-303-445022,INC0200,CR99097,Optical node recalibration event,1758882880,1758911680,Central
INC0405,Packet Loss reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1752961486,In Progress,FieldOps,South,Miami,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-303,AutoMonitorX,Signal drop detected,577864,HUB-B1-NODE-303-577864,INC0359,CR80916,Backbone congestion mitigation changes,1752983086,1753026286,South
INC0406,Hub Issue reported in Houston. Automated monitoring detected abnormal behavior.,CustomerCare,1757857575,Resolved,NetEng,South,Houston,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-101,AlertBot,Frequent modem resets observed,640338,HUB-D4-NODE-101-640338,INC0098,CR29919,Planned CMTS software upgrade,1757850375,1757875575,South
INC0407,Slow Speed reported in Denver. Automated monitoring detected abnormal behavior.,Technician,1760679960,Resolved,NOC-Level2,West,Denver,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-505,NoiseReducer,Optical power low,861473,HUB-B1-NODE-505-861473,INC0154,CR49922,Fiber maintenance activity,1760672760,1760708760,West
INC0408,CMTS Congestion reported in Denver. Automated monitoring detected abnormal behavior.,AutoMonitor,1758018634,Cancelled,NOC-Level1,West,Denver,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-101,PulseAI,Signal drop detected,223130,HUB-C2-NODE-101-223130,INC0211,CR70403,Planned power cycle maintenance,1758007834,1758033034,West
INC0409,Slow Speed reported in Philadelphia. Automated monitoring detected abnormal behavior.,Technician,1750368916,Resolved,FieldOps,East,Philadelphia,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-202,AutoMonitorX,Optical power low,731858,HUB-B1-NODE-202-731858,INC0028,CR17289,Core router reboot for patching,1750361716,1750368916,East
INC0410,Internet Down reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1757867037,Open,NOC-Level2,South,Miami,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-303,SignalAnalyzer,Frequent modem resets observed,360287,HUB-B1-NODE-303-360287,INC0117,CR96760,Optical node recalibration event,,,South
INC0411,Node Down reported in Denver. Automated monitoring detected abnormal behavior.,Technician,1763157849,Resolved,NOC-Level2,West,Denver,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-404,PulseAI,Frequent modem resets observed,530487,HUB-A1-NODE-404-530487,INC0287,CR89557,Optical node recalibration event,1763147049,1763168649,West
INC0412,Hub Issue reported in Boston. Automated monitoring detected abnormal behavior.,CustomerCare,1757515068,Resolved,VideoOps,East,Boston,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-404,NoiseReducer,Video feed disruption,485090,HUB-C2-NODE-404-485090,INC0293,CR42777,Planned CMTS software upgrade,1757529468,1757554668,East
INC0413,Packet Loss reported in New York. Automated monitoring detected abnormal behavior.,AutoMonitor,1750969690,Cancelled,VideoOps,East,New York,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-202,NoiseReducer,CMTS upstream channel flap,355418,HUB-C2-NODE-202-355418,INC0481,CR70695,Optical node recalibration event,,,East
INC0414,Slow Speed reported in Philadelphia. Automated monitoring detected abnormal behavior.,Technician,1760315356,Resolved,FieldOps,East,Philadelphia,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-101,AlertBot,CMTS upstream channel flap,933558,HUB-A1-NODE-101-933558,INC0328,CR96672,Planned CMTS software upgrade,1760308156,1760322556,East
INC0415,Slow Speed reported in Boulder. Automated monitoring detected abnormal behavior.,BMC-Remedy,1752355627,Resolved,NOC-Level1,West,Boulder,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-505,AlertBot,Frequent modem resets observed,388306,HUB-A1-NODE-505-388306,INC0063,CR68952,Optical node recalibration event,1752348427,1752388027,West
INC0416,Video Outage reported in Miami. Automated monitoring detected abnormal behavior.,Technician,1750302216,Resolved,FieldOps,South,Miami,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-404,SignalAnalyzer,Frequent modem resets observed,133639,HUB-C2-NODE-404-133639,INC0457,CR20130,Fiber maintenance activity,1750305816,1750334616,South
INC0417,Video Outage reported in Chicago. Automated monitoring detected abnormal behavior.,CustomerCare,1759855926,In Progress,NetEng,Central,Chicago,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-202,NoiseReducer,Optical power low,212636,HUB-B1-NODE-202-212636,INC0346,CR32273,Planned CMTS software upgrade,1759845126,1759877526,Central
INC0418,Node Down reported in Chicago. Automated monitoring detected abnormal behavior.,CustomerCare,1754509659,Cancelled,FieldOps,Central,Chicago,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-303,AlertBot,Frequent modem resets observed,788931,HUB-A1-NODE-303-788931,INC0427,CR42466,Optical node recalibration event,,,Central
INC0419,Authentication Failure reported in Boston. Automated monitoring detected abnormal behavior.,Technician,1759026402,In Progress,VideoOps,East,Boston,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-404,NoiseReducer,MAC domain downstream failure,788599,HUB-D4-NODE-404-788599,INC0227,CR50292,Backbone congestion mitigation changes,1759037202,1759058802,East
INC0420,Hub Issue reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1761547670,Open,VideoOps,South,Miami,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-505,AutoMonitorX,CMTS upstream channel flap,904402,HUB-A1-NODE-505-904402,INC0077,CR78317,Planned power cycle maintenance,1761558470,1761583670,South
INC0421,Hub Issue reported in Boulder. Automated monitoring detected abnormal behavior.,System,1764747880,In Progress,VideoOps,West,Boulder,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-202,SignalAnalyzer,Optical power low,785304,HUB-D4-NODE-202-785304,INC0284,CR20191,Scheduled hub clean-up activity,1764769480,1764783880,West
INC0422,CMTS Congestion reported in Boulder. Automated monitoring detected abnormal behavior.,CustomerCare,1758853205,Open,FieldOps,West,Boulder,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-303,SignalAnalyzer,High SNR variance,905633,HUB-C2-NODE-303-905633,INC0157,CR32608,Core router reboot for patching,1758860405,1758871205,West
INC0423,Hub Issue reported in Boulder. Automated monitoring detected abnormal behavior.,AutoMonitor,1762655667,Cancelled,NetEng,West,Boulder,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-505,AutoMonitorX,CMTS upstream channel flap,598126,HUB-D4-NODE-505-598126,INC0316,CR30829,Scheduled hub clean-up activity,,,West
INC0424,Node Down reported in Atlanta. Automated monitoring detected abnormal behavior.,AutoMonitor,1753512925,Resolved,FieldOps,South,Atlanta,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-505,AutoMonitorX,MAC domain downstream failure,404730,HUB-C2-NODE-505-404730,INC0010,CR64111,Backbone congestion mitigation changes,1753505725,1753541725,South
INC0425,CMTS Congestion reported in Chicago. Automated monitoring detected abnormal behavior.,BMC-Remedy,1754177366,Resolved,NOC-Level2,Central,Chicago,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-404,SignalAnalyzer,Optical power low,116009,HUB-B1-NODE-404-116009,INC0448,CR15765,Planned CMTS software upgrade,,,Central
INC0426,Hub Issue reported in Denver. Automated monitoring detected abnormal behavior.,System,1763542563,Open,VideoOps,West,Denver,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-202,SignalAnalyzer,Frequent modem resets observed,411320,HUB-C2-NODE-202-411320,INC0043,CR27902,Core router reboot for patching,1763531763,1763560563,West
INC0427,CMTS Congestion reported in St. Louis. Automated monitoring detected abnormal behavior.,CustomerCare,1750208188,In Progress,NOC-Level2,Central,St. Louis,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-202,AutoMonitorX,Frequent modem resets observed,623225,HUB-C2-NODE-202-623225,INC0393,CR79019,Scheduled hub clean-up activity,,,Central
INC0428,Hub Issue reported in St. Louis. Automated monitoring detected abnormal behavior.,CustomerCare,1755400238,Open,FieldOps,Central,St. Louis,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-505,PulseAI,Signal drop detected,284735,HUB-B1-NODE-505-284735,INC0385,CR10358,Backbone congestion mitigation changes,1755389438,1755429038,Central
INC0429,Video Outage reported in Chicago. Automated monitoring detected abnormal behavior.,Technician,1750280725,Resolved,VideoOps,Central,Chicago,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-404,SignalAnalyzer,Signal drop detected,363070,HUB-A1-NODE-404-363070,INC0082,CR50986,Scheduled hub clean-up activity,1750273525,1750277125,Central
INC0430,Slow Speed reported in Atlanta. Automated monitoring detected abnormal behavior.,System,1750595174,In Progress,NetEng,South,Atlanta,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-303,NoiseReducer,MAC domain downstream failure,308312,HUB-D4-NODE-303-308312,INC0196,CR14224,Fiber maintenance activity,1750587974,1750591574,South
INC0431,Packet Loss reported in Denver. Automated monitoring detected abnormal behavior.,System,1765620630,Resolved,NOC-Level1,West,Denver,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-303,AlertBot,MAC domain downstream failure,659808,HUB-C2-NODE-303-659808,INC0016,CR20294,Backbone congestion mitigation changes,1765609830,1765627830,West
INC0432,Video Outage reported in Dallas. Automated monitoring detected abnormal behavior.,BMC-Remedy,1759460531,Cancelled,NOC-Level1,Central,Dallas,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-505,PulseAI,Video feed disruption,616628,HUB-A1-NODE-505-616628,INC0332,CR65149,Scheduled hub clean-up activity,1759467731,1759478531,Central
INC0433,Slow Speed reported in Denver. Automated monitoring detected abnormal behavior.,System,1764961925,Open,FieldOps,West,Denver,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-404,SignalAnalyzer,Frequent modem resets observed,640590,HUB-C2-NODE-404-640590,INC0132,CR71375,Planned CMTS software upgrade,1764969125,1765012325,West
INC0434,Packet Loss reported in Denver. Automated monitoring detected abnormal behavior.,BMC-Remedy,1759144173,Cancelled,NOC-Level1,West,Denver,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-101,PulseAI,Video feed disruption,811907,HUB-D4-NODE-101-811907,INC0186,CR89871,Optical node recalibration event,1759133373,1759154973,West
INC0435,Modem Offline reported in Miami. Automated monitoring detected abnormal behavior.,Technician,1750793171,In Progress,VideoOps,South,Miami,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-202,NoiseReducer,MAC domain downstream failure,327647,HUB-D4-NODE-202-327647,INC0471,CR62577,Planned CMTS software upgrade,1750807571,1750811171,South
INC0436,Modem Offline reported in New York. Automated monitoring detected abnormal behavior.,System,1762179836,Resolved,NOC-Level2,East,New York,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-505,SignalAnalyzer,Video feed disruption,802896,HUB-D4-NODE-505-802896,INC0424,CR99081,Fiber maintenance activity,,,East
INC0437,Modem Offline reported in New York. Automated monitoring detected abnormal behavior.,AutoMonitor,1763761635,Cancelled,FieldOps,East,New York,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-202,SignalAnalyzer,Signal drop detected,407893,HUB-B1-NODE-202-407893,INC0289,CR11833,Optical node recalibration event,,,East
INC0438,Video Outage reported in Dallas. Automated monitoring detected abnormal behavior.,CustomerCare,1760841279,In Progress,NOC-Level2,Central,Dallas,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-101,SignalAnalyzer,Optical power low,559922,HUB-C2-NODE-101-559922,INC0140,CR38858,Core router reboot for patching,,,Central
INC0439,Internet Down reported in St. Louis. Automated monitoring detected abnormal behavior.,CustomerCare,1753704733,In Progress,VideoOps,Central,St. Louis,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-505,SignalAnalyzer,CMTS upstream channel flap,584418,HUB-D4-NODE-505-584418,INC0159,CR87273,Optical node recalibration event,1753693933,1753722733,Central
INC0440,Authentication Failure reported in Boston. Automated monitoring detected abnormal behavior.,CustomerCare,1759526276,Open,FieldOps,East,Boston,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-D4,NODE-404,NoiseReducer,MAC domain downstream failure,571171,HUB-D4-NODE-404-571171,INC0337,CR51121,Backbone congestion mitigation changes,1759547876,1759558676,East
INC0441,Fiber Cut reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1755753836,In Progress,NetEng,South,Miami,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-505,AlertBot,Video feed disruption,904338,HUB-A1-NODE-505-904338,INC0046,CR21844,Planned CMTS software upgrade,1755757436,1755797036,South
INC0442,Video Outage reported in St. Louis. Automated monitoring detected abnormal behavior.,Technician,1751122745,Open,VideoOps,Central,St. Louis,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-202,PulseAI,Video feed disruption,967508,HUB-B1-NODE-202-967508,INC0355,CR99158,Fiber maintenance activity,,,Central
INC0443,Node Down reported in Miami. Automated monitoring detected abnormal behavior.,System,1753696512,Cancelled,NOC-Level1,South,Miami,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-303,AlertBot,Frequent modem resets observed,974813,HUB-C2-NODE-303-974813,INC0479,CR61694,Fiber maintenance activity,,,South
INC0444,Node Down reported in Philadelphia. Automated monitoring detected abnormal behavior.,BMC-Remedy,1751831110,Cancelled,NOC-Level2,East,Philadelphia,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-101,PulseAI,Signal drop detected,467214,HUB-A1-NODE-101-467214,INC0223,CR19443,Backbone congestion mitigation changes,1751823910,1751841910,East
INC0445,Video Outage reported in Salt Lake City. Automated monitoring detected abnormal behavior.,Technician,1764997022,In Progress,NOC-Level1,West,Salt Lake City,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-404,AlertBot,High SNR variance,487516,HUB-B1-NODE-404-487516,INC0271,CR67057,Optical node recalibration event,1765015022,1765051022,West
